property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,smart world orchard,sector 61,2.57,15767.0,3.0,3.0,2,3.0,Under Construction,1630.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ss the leaf,sector 85,2.2,5641.0,4.0,6.0,3,10.0,Relatively New,3920.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,dlf new town heights,sector 86,1.55,6579.0,4.0,4.0,3+,12.0,Moderately Old,2015.77,0.0,1.0,0.0,1.0,0.0,1.0,120.0
flat,sidhartha ncr one phase,sector 95,0.6,4800.0,2.0,2.0,3,10.0,New Property,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,aipl the peaceful homes,sector 70a,2.55,11860.0,3.0,3.0,3,20.0,New Property,2000.0,0.0,1.0,0.0,1.0,1.0,1.0,150.0
flat,deepak minda,manesar,1.25,4715.0,3.0,3.0,3+,6.0,Moderately Old,2845.128521770679,0.0,1.0,0.0,0.0,0.0,0.0,44.0
flat,hero homes,sector 104,1.35,9568.0,3.0,2.0,2,18.0,New Property,1121.88,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,apna enclave,sector 3,0.58,6105.0,2.0,2.0,2,2.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
flat,elan mercado,sector 80,0.85,12409.0,1.0,1.0,1,15.0,Relatively New,868.3349473812242,0.0,0.0,0.0,0.0,0.0,0.0,60.0
flat,ambience creacions,sector 22,3.5,19444.0,3.0,4.0,3+,8.0,New Property,1800.0,0.0,1.0,0.0,0.0,0.0,1.0,57.0
flat,parsvnath green ville,sector 48,1.42,8606.0,3.0,3.0,3,1.0,Moderately Old,1458.4524627647838,0.0,0.0,1.0,0.0,0.0,2.0,174.0
flat,tata primanti,sector 72,3.5,11427.0,4.0,5.0,3+,10.0,Relatively New,2625.0,0.0,1.0,0.0,0.0,1.0,0.0,38.0
flat,godrej,sector 79,1.47,16261.0,2.0,2.0,3,9.0,New Property,263.7379141637592,1.0,0.0,0.0,0.0,0.0,0.0,99.0
flat,eldeco accolade,sohna road,0.73,5775.0,2.0,2.0,3,5.0,Relatively New,1012.89,0.0,0.0,0.0,1.0,0.0,0.0,33.0
house,independent,sector 25,4.45,32963.0,4.0,3.0,3+,2.0,Moderately Old,1350.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0
house,independent,sector 103,2.25,6367.0,3.0,5.0,3+,10.0,Relatively New,3534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,tulip violet,sector 69,1.65,8871.0,3.0,3.0,2,1.0,Relatively New,1578.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0
house,madan puri,sector 7,0.75,12500.0,3.0,5.0,3,3.0,Moderately Old,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,supertech araville,sector 79,0.78,6023.0,2.0,2.0,3+,0.0,New Property,1139.9764641178015,0.0,0.0,0.0,0.0,1.0,0.0,74.0
flat,woodstock floors,sector 50,1.05,10628.0,2.0,2.0,2,2.0,Moderately Old,1173.153498546621,0.0,0.0,0.0,0.0,0.0,0.0,53.0
flat,professors enclave cghs,sector 56,1.54,8324.0,3.0,3.0,2,6.0,Old Property,1920.0,0.0,1.0,0.0,1.0,0.0,1.0,104.0
flat,the close north,sector 50,2.35,11768.0,3.0,3.0,3+,8.0,Moderately Old,1950.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0
flat,tulip violet,sector 69,1.85,9204.0,4.0,4.0,2,14.0,Relatively New,1781.4140388574983,0.0,0.0,0.0,0.0,0.0,1.0,157.0
flat,pivotal devaan,sector 84,0.34,5832.0,2.0,2.0,1,3.0,Relatively New,583.68,0.0,0.0,1.0,0.0,0.0,0.0,75.0
flat,rof ananda,sector 95,0.25,6579.0,1.0,1.0,1,4.0,New Property,319.1157915488189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,cancon enclave,sector 4,1.05,7778.0,3.0,2.0,2,2.0,New Property,1537.3261570346529,0.0,0.0,0.0,0.0,0.0,1.0,0.0
house,unitech espace,sector 50,11.29,34846.0,5.0,5.0,3+,2.0,Moderately Old,3240.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0
house,raj villas,sector 52,8.0,25543.0,6.0,5.0,3+,4.0,Moderately Old,3132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,palam vihar society,sector 2,0.4,8602.0,1.0,1.0,1,5.0,Moderately Old,450.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0
flat,corona optus,sector 37,1.5,6361.0,3.0,4.0,3+,14.0,New Property,2093.6102290804556,0.0,1.0,0.0,0.0,1.0,0.0,83.0
flat,paras dews,sector 106,1.5,6369.0,4.0,6.0,3+,11.0,Relatively New,1535.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
house,independent,sector 5,3.5,14787.0,5.0,4.0,2,2.0,Old Property,2367.0,0.0,0.0,0.0,1.0,1.0,0.0,36.0
flat,surya vihar rwa,sector 21,1.3,6500.0,5.0,5.0,2,2.0,Old Property,2400.0,1.0,1.0,1.0,0.0,0.0,1.0,42.0
house,independent,sector 15,1.8,10000.0,4.0,3.0,1,1.0,Old Property,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
flat,pareena coban residences,sector 99,1.23,6159.0,3.0,5.0,3,5.0,Relatively New,1769.7515374985949,0.0,1.0,0.0,0.0,0.0,0.0,99.0
flat,sare green parc,sector 92,0.85,6741.0,3.0,2.0,2,14.0,Relatively New,1261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ambience creacions,sector 22,3.99,12913.0,3.0,5.0,3+,3.0,New Property,2750.298767135642,0.0,1.0,0.0,0.0,0.0,2.0,102.0
flat,pivotal devaan,sector 84,0.3,6667.0,1.0,1.0,1,14.0,New Property,631.9245199097118,0.0,0.0,0.0,0.0,0.0,1.0,22.0
flat,supertech araville,sector 79,0.83,5425.0,2.0,2.0,3,5.0,New Property,1718.4064844596412,1.0,0.0,0.0,0.0,0.0,2.0,49.0
house,independent,sector 9,4.5,14286.0,9.0,9.0,3+,3.0,Relatively New,3150.0,1.0,0.0,0.0,1.0,1.0,1.0,38.0
flat,pivotal devaan,sector 84,0.35,7246.0,2.0,2.0,2,4.0,Relatively New,665.1225799376261,0.0,0.0,0.0,0.0,0.0,0.0,37.0
flat,ats marigold,sector 89,1.85,8605.0,3.0,3.0,3+,12.0,New Property,1907.0102073379985,0.0,1.0,0.0,0.0,0.0,0.0,37.0
flat,smart world orchard,sector 61,1.6,13913.0,2.0,2.0,2,4.0,Under Construction,1336.1257932291105,0.0,0.0,0.0,0.0,0.0,0.0,16.0
flat,antriksh heights,sector 84,0.79,4580.0,3.0,3.0,3+,8.0,New Property,1525.736124450766,0.0,0.0,0.0,0.0,0.0,0.0,24.0
flat,avl 36 gurgaon,sector 36,0.65,8953.0,2.0,2.0,2,7.0,Relatively New,629.5177507934834,0.0,0.0,0.0,0.0,0.0,0.0,89.0
flat,ompee k s residency,sector 110,1.6,2993.0,2.0,2.0,2,1.0,Relatively New,245.61982140307012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ss the leaf,sector 85,2.0,11869.0,3.0,4.0,3,5.0,Relatively New,2006.4,0.0,1.0,0.0,0.0,0.0,0.0,156.0
house,independent,sector 9,0.5,6083.0,3.0,2.0,1,1.0,Old Property,822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ats marigold,sector 89,1.5,8571.0,3.0,3.0,3,2.0,New Property,1939.726884645738,0.0,0.0,0.0,0.0,1.0,0.0,49.0
flat,dlf new town heights,sector 90,1.51,6387.0,4.0,4.0,3+,6.0,Relatively New,2362.0,0.0,1.0,0.0,1.0,0.0,1.0,142.0
flat,bestech park view grand spa,sector 81,2.25,8459.0,3.0,4.0,3+,8.0,Relatively New,2300.0,1.0,1.0,1.0,0.0,0.0,1.0,122.0
flat,mapsko mount ville,sector 79,1.55,8540.0,3.0,4.0,3,11.0,Relatively New,1431.73,0.0,1.0,0.0,0.0,0.0,1.0,152.0
flat,dlf new town heights,sector 91,1.65,6346.0,4.0,4.0,3+,11.0,Moderately Old,2098.9929220153344,0.0,1.0,0.0,0.0,0.0,0.0,72.0
flat,m3m merlin,sector 67,3.5,14843.0,3.0,4.0,3+,15.0,Relatively New,2093.6102290804556,0.0,1.0,0.0,0.0,0.0,1.0,158.0
house,project housing board colony,sector 28,2.58,17695.0,4.0,2.0,2,2.0,Relatively New,1458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ansal housing highland park,sector 103,1.1,6243.0,3.0,3.0,3+,7.0,New Property,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
flat,eden landmark,manesar,0.5,3846.0,2.0,2.0,0,7.0,Under Construction,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ss the leaf,sector 85,1.05,6402.0,2.0,2.0,3,11.0,Relatively New,1449.4813078733196,0.0,0.0,0.0,0.0,0.0,0.0,44.0
flat,pyramid urban,sector 67a,0.55,10516.0,2.0,2.0,2,3.0,Relatively New,705.3626526987347,0.0,0.0,0.0,0.0,0.0,0.0,73.0
flat,shree vardhman flora,sector 90,0.7,5323.0,2.0,2.0,3,9.0,New Property,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0
flat,vipul lavanya,sector 81,1.0,8000.0,2.0,2.0,2,7.0,Relatively New,1099.6062671062123,0.0,0.0,0.0,0.0,0.0,0.0,31.0
flat,sunischit apartments,sector 54,1.75,7955.0,3.0,4.0,3+,5.0,Moderately Old,1900.0,0.0,1.0,0.0,0.0,0.0,1.0,83.0
flat,signature global park,sohna road,0.9,6254.0,3.0,3.0,3,3.0,Relatively New,1626.8603189281193,0.0,0.0,0.0,1.0,0.0,0.0,96.0
flat,indiabulls centrum park,sector 103,1.01,8080.0,2.0,2.0,3,5.0,Relatively New,1345.77,0.0,0.0,1.0,0.0,0.0,1.0,165.0
house,international city by sobha phase 2,sector 109,9.5,26389.0,5.0,5.0,3+,2.0,Relatively New,3600.0,1.0,1.0,1.0,1.0,0.0,0.0,133.0
house,independent,sector 28,9.0,27778.0,6.0,7.0,3+,3.0,Moderately Old,3240.0,1.0,1.0,1.0,1.0,0.0,0.0,67.0
house,vatika signature villas,sector 82,3.2,14350.0,3.0,4.0,3,1.0,New Property,2160.0,1.0,1.0,1.0,1.0,0.0,0.0,66.0
flat,paras dews,sector 106,0.97,8818.0,2.0,2.0,3,6.0,New Property,1200.0,0.0,0.0,0.0,1.0,0.0,1.0,174.0
house,vipul tatvam villa,sector 48,7.35,22812.0,4.0,5.0,2,2.0,Moderately Old,3222.0,1.0,1.0,1.0,1.0,0.0,1.0,144.0
flat,sare crescent parc,sector 92,0.82,5384.0,3.0,3.0,3+,12.0,Relatively New,1523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 8,0.32,7111.0,2.0,3.0,1,1.0,Relatively New,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,dlf new town heights,sector 86,1.4,5942.0,4.0,4.0,3+,20.0,Relatively New,2091.8159981021627,0.0,1.0,0.0,1.0,0.0,0.0,65.0
flat,tulip ivory,sector 70,2.35,9792.0,4.0,4.0,3+,8.0,Moderately Old,2593.628067013751,0.0,1.0,0.0,0.0,0.0,0.0,108.0
flat,central park flower valley,sector 33,3.3,13750.0,3.0,3.0,3,2.0,Under Construction,2593.628067013751,1.0,1.0,1.0,1.0,0.0,0.0,61.0
flat,smart world orchard,sector 61,2.0,12912.0,3.0,3.0,2,3.0,New Property,1737.5205190211677,0.0,0.0,0.0,0.0,1.0,0.0,61.0
flat,dlf the primus,sector 82a,2.7,10481.0,4.0,4.0,3+,18.0,Moderately Old,2576.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0
house,vatika signature villas,sector 82,5.0,15432.0,4.0,4.0,3+,3.0,Relatively New,3240.0,0.0,1.0,1.0,1.0,0.0,0.0,24.0
house,independent,sector 4,0.65,10317.0,1.0,1.0,1,1.0,Moderately Old,70.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0
flat,tata primanti,sector 72,3.4,15561.0,3.0,4.0,3+,9.0,Moderately Old,2185.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0
flat,puri diplomatic greens,sector 111,3.9,13000.0,4.0,5.0,3+,6.0,Relatively New,2908.24,0.0,1.0,0.0,0.0,0.0,2.0,160.0
flat,emaar mgf the palm drive,sector 66,1.51,15130.0,2.0,2.0,2,5.0,Relatively New,1188.0,0.0,0.0,0.0,1.0,0.0,1.0,82.0
flat,dlf the skycourt,sector 86,1.6,8294.0,3.0,3.0,1,14.0,Relatively New,1708.7476842366375,0.0,0.0,0.0,1.0,0.0,0.0,72.0
flat,sare petioles,sector 92,1.25,6098.0,3.0,3.0,3,18.0,Under Construction,2241.527430354052,0.0,1.0,0.0,0.0,0.0,0.0,44.0
flat,trisara our homes 3,sohna road,0.4,6557.0,2.0,2.0,1,0.0,New Property,784.8367964019241,0.0,0.0,0.0,0.0,0.0,1.0,90.0
flat,imperia the esfera,sector 37,1.1,5405.0,3.0,4.0,3,9.0,Relatively New,1876.81,1.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,vatika city homes,sector 83,1.0,5747.0,3.0,3.0,2,2.0,Relatively New,1539.1928567879625,0.0,0.0,1.0,0.0,0.0,1.0,174.0
flat,godrej,sector 79,1.93,8532.0,3.0,4.0,3+,5.0,Relatively New,2007.4871421223986,0.0,1.0,0.0,0.0,0.0,0.0,158.0
flat,ss the leaf,sector 85,1.05,6162.0,2.0,2.0,3+,7.0,Relatively New,1477.2918880368588,0.0,0.0,1.0,0.0,0.0,0.0,144.0
flat,supertech hues,sector 68,0.82,6949.0,2.0,2.0,3+,21.0,Under Construction,1036.8081828659622,0.0,0.0,0.0,0.0,1.0,0.0,72.0
flat,orris carnation residency,sector 85,0.55,5789.0,2.0,2.0,2,5.0,Relatively New,1050.0,0.0,0.0,0.0,0.0,1.0,0.0,174.0
house,satya the hermitage,sector 103,3.15,6702.0,4.0,5.0,0,12.0,Relatively New,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
flat,emaar gurgaon greens,sector 102,1.6,9697.0,3.0,3.0,3,8.0,Relatively New,1333.2,0.0,0.0,0.0,0.0,0.0,0.0,46.0
flat,unitech uniworld gardens,sector 47,2.4,11505.0,3.0,3.0,3+,10.0,Moderately Old,1849.594816032627,0.0,1.0,0.0,0.0,0.0,1.0,120.0
flat,shree vardhman flora,sector 90,1.3,5253.0,4.0,5.0,2,9.0,Relatively New,2106.87,1.0,1.0,0.0,0.0,0.0,0.0,110.0
house,godrej meridien,sector 106,5.6,14000.0,5.0,4.0,3+,33.0,New Property,4000.0,1.0,1.0,1.0,1.0,0.0,0.0,151.0
flat,bestech park view city,sector 48,1.8,10251.0,3.0,4.0,3,3.0,Moderately Old,1945.762895559904,1.0,0.0,0.0,0.0,0.0,1.0,76.0
flat,sbtl caladium,sector 109,1.68,6601.0,3.0,3.0,3+,7.0,Moderately Old,2261.370825550838,0.0,1.0,0.0,0.0,0.0,0.0,134.0
house,ss aaron ville,sector 49,6.75,15000.0,5.0,4.0,2,2.0,New Property,4500.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
flat,corona gracieux,sector 76,1.46,5499.0,4.0,6.0,3+,8.0,New Property,2355.567951911213,0.0,1.0,0.0,0.0,0.0,0.0,58.0
flat,umang monsoon breeze,sector 78,1.2,6494.0,3.0,3.0,2,8.0,Moderately Old,2017.52,0.0,0.0,0.0,1.0,0.0,2.0,8.0
flat,global hill view,sector 11,0.36,5150.0,2.0,2.0,0,15.0,Relatively New,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,mvn athens,sohna road,0.25,5187.0,2.0,2.0,1,0.0,Relatively New,663.7992096947407,0.0,0.0,0.0,1.0,0.0,0.0,90.0
flat,housing apna enclave,sector 4,0.39,4105.0,2.0,2.0,1,1.0,Relatively New,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 7,0.45,5000.0,3.0,2.0,0,1.0,Old Property,1084.6253384721822,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,sushant lok 1 builder floors,sector 43,10.85,28841.0,8.0,8.0,3,3.0,Moderately Old,3762.0,1.0,1.0,1.0,1.0,0.0,2.0,160.0
house,independent,sector 11,0.9,10000.0,2.0,4.0,3+,4.0,Moderately Old,900.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
flat,ss the leaf,sector 85,1.3,7927.0,2.0,2.0,2,17.0,New Property,1449.4813078733196,0.0,0.0,0.0,0.0,0.0,0.0,90.0
flat,dlf new town heights,sector 90,2.0,7334.0,4.0,4.0,3+,20.0,Moderately Old,2424.645844575488,0.0,1.0,0.0,0.0,1.0,0.0,49.0
flat,tata primanti,sector 72,3.85,13253.0,4.0,5.0,3+,13.0,Relatively New,2584.3324016435527,0.0,1.0,0.0,0.0,0.0,1.0,174.0
flat,signature global solera,sector 107,0.28,5726.0,2.0,2.0,2,6.0,Relatively New,671.1585908517925,0.0,0.0,0.0,0.0,0.0,0.0,45.0
house,eldeco mansionz,sector 48,4.75,20299.0,7.0,7.0,3,2.0,Moderately Old,2340.0,1.0,0.0,0.0,0.0,0.0,1.0,33.0
flat,sare crescent parc,sector 92,0.5,5000.0,2.0,2.0,2,2.0,Relatively New,875.3273948196049,0.0,0.0,0.0,0.0,1.0,0.0,72.0
flat,paras irene,sector 70a,1.3,9220.0,2.0,2.0,3,19.0,Moderately Old,1424.9,0.0,0.0,0.0,0.0,0.0,1.0,49.0
flat,smart world gems,sector 89,1.2,8433.0,3.0,3.0,2,2.0,New Property,1610.7642898236759,0.0,0.0,0.0,0.0,0.0,0.0,44.0
flat,experion windchants,sector 112,2.5,13889.0,2.0,2.0,3,10.0,Relatively New,1939.03,1.0,0.0,0.0,1.0,0.0,1.0,174.0
flat,vatika xpressions,sector 88,0.92,6815.0,2.0,2.0,3,3.0,New Property,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
house,independent,sector 12,2.9,10741.0,7.0,7.0,3,2.0,Old Property,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
flat,m3m sierra 68,sector 68,1.25,10246.0,2.0,2.0,3,4.0,New Property,975.04,0.0,0.0,0.0,0.0,0.0,0.0,44.0
flat,conscient heritage max,sector 102,2.1,9772.0,3.0,4.0,3+,10.0,Relatively New,1906.113091848852,1.0,1.0,0.0,0.0,0.0,0.0,53.0
house,independent,sector 23,5.65,17706.0,7.0,7.0,3+,2.0,Moderately Old,5000.0,0.0,1.0,0.0,1.0,0.0,0.0,68.0
flat,paras dews,sector 106,1.25,10656.0,3.0,4.0,3,14.0,Relatively New,1305.0,1.0,1.0,0.0,0.0,0.0,0.0,167.0
flat,emaar gurgaon greens,sector 102,1.3,7879.0,3.0,3.0,3,4.0,Relatively New,1333.2,0.0,1.0,0.0,0.0,0.0,1.0,125.0
flat,dlf new town heights,sector 90,1.2,6218.0,3.0,3.0,3+,15.0,Relatively New,1709.644799725784,0.0,0.0,0.0,0.0,0.0,0.0,37.0
flat,global hill view,sector 11,0.33,4269.0,2.0,2.0,0,11.0,Relatively New,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,suncity vatsal valley,gwal pahari,1.38,9650.0,3.0,3.0,2,1.0,Relatively New,1261.0870551525695,0.0,0.0,0.0,0.0,0.0,1.0,151.0
flat,corona optus,sector 37,1.2,6916.0,3.0,4.0,3,8.0,Relatively New,1635.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0
flat,bestech park view residency,sector 2,1.55,8073.0,3.0,4.0,3+,4.0,Old Property,1700.6736448343197,0.0,1.0,0.0,0.0,0.0,0.0,84.0
flat,ss the leaf,sector 85,1.04,8320.0,2.0,2.0,3,17.0,New Property,1550.0,0.0,0.0,0.0,0.0,1.0,0.0,145.0
house,emaar mgf marbella,sector 66,11.0,33951.0,5.0,6.0,3+,2.0,New Property,3240.0,1.0,1.0,1.0,1.0,0.0,1.0,153.0
flat,ansal plaza,sector 2,1.0,10000.0,2.0,3.0,0,1.0,Moderately Old,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,sonata group housing gh 24,manesar,1.65,5893.0,4.0,3.0,3,8.0,New Property,2996.0287946248363,0.0,1.0,0.0,0.0,0.0,0.0,20.0
flat,emaar imperial gardens,sector 102,1.91,9550.0,3.0,4.0,2,17.0,Relatively New,1593.6,1.0,1.0,0.0,0.0,0.0,1.0,152.0
flat,hcbs sports ville,sector 2,0.35,4375.0,2.0,2.0,2,8.0,Relatively New,800.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
house,bptp astaire gardens,sector 70a,6.5,27873.0,4.0,4.0,3+,2.0,New Property,2332.0,1.0,1.0,0.0,1.0,0.0,1.0,160.0
house,unitech deerwood chase,sector 50,8.45,26153.0,3.0,3.0,2,2.0,Old Property,3231.0,1.0,1.0,0.0,0.0,0.0,1.0,102.0
flat,paras dews,sector 106,1.4,6001.0,3.0,4.0,3+,12.0,Under Construction,1557.135166570891,1.0,1.0,0.0,0.0,1.0,0.0,55.0
flat,dlf regency park,sector 28,1.35,11739.0,2.0,2.0,2,14.0,Old Property,1120.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0
flat,piedmont taksila heights,sector 37,1.0,6506.0,3.0,3.0,3+,8.0,Relatively New,1725.4484971928352,0.0,0.0,0.0,0.0,0.0,1.0,49.0
house,signature global city,sector 37d,1.27,8089.0,3.0,3.0,3,4.0,Under Construction,1570.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0
flat,suncity vatsal valley,gwal pahari,1.0,13333.0,2.0,2.0,2,3.0,New Property,933.7250656180255,0.0,0.0,0.0,0.0,0.0,1.0,13.0
flat,vatika lifestyle homes,sector 83,1.04,5699.0,3.0,2.0,2,2.0,Moderately Old,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
flat,umang monsoon breeze,sector 78,0.95,5491.0,3.0,3.0,2,9.0,Relatively New,1730.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0
house,independent,sector 12,1.7,8000.0,5.0,5.0,3,3.0,Moderately Old,2000.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0
flat,ireo victory valley,sector 67,3.15,12847.0,3.0,4.0,3+,15.0,Relatively New,2177.93908506022,0.0,1.0,0.0,1.0,0.0,1.0,149.0
flat,chintels paradiso,sector 109,1.97,7490.0,4.0,4.0,2,11.0,Relatively New,2337.6256421282847,0.0,1.0,0.0,1.0,0.0,0.0,49.0
flat,m3m the marina,sector 68,1.32,8759.0,2.0,2.0,3,15.0,Relatively New,1330.1649478168445,1.0,0.0,0.0,0.0,0.0,0.0,120.0
flat,bestech park view residency,sector 2,1.36,7645.0,3.0,3.0,3+,5.0,Moderately Old,1575.0774763538197,0.0,0.0,0.0,0.0,0.0,0.0,84.0
flat,puri emerald bay,sector 104,1.58,9117.0,2.0,3.0,3,11.0,Relatively New,1503.3082372221054,0.0,1.0,0.0,0.0,0.0,0.0,101.0
house,independent,sector 3,0.6,6000.0,1.0,1.0,0,1.0,Moderately Old,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 57,3.3,19097.0,4.0,4.0,2,3.0,Moderately Old,1728.0,0.0,0.0,1.0,0.0,0.0,1.0,60.0
flat,vatika gurgaon,sector 83,0.87,6988.0,2.0,2.0,2,3.0,Moderately Old,1095.1206896604801,0.0,0.0,0.0,0.0,0.0,0.0,35.0
flat,signature global synera,sector 81,0.4,6319.0,2.0,2.0,1,12.0,Relatively New,633.77,0.0,0.0,0.0,0.0,0.0,0.0,23.0
flat,m3m woodshire,sector 107,1.45,6141.0,3.0,4.0,3+,7.0,Relatively New,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0
flat,paras dews,sector 106,1.34,9551.0,4.0,5.0,3+,7.0,Relatively New,1535.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,bestech park view ananda,sector 81,1.4,7735.0,3.0,3.0,3+,6.0,Relatively New,1484.15,0.0,0.0,0.0,0.0,0.0,0.0,95.0
house,independent,sector 50,7.0,23333.0,4.0,4.0,2,3.0,Old Property,3400.0,0.0,1.0,0.0,0.0,0.0,0.0,118.0
house,independent,sector 14,5.5,16975.0,5.0,4.0,2,2.0,Old Property,3240.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0
flat,m3m heights,sector 65,1.95,15997.0,2.0,2.0,3,16.0,Under Construction,1109.474537486823,0.0,0.0,0.0,0.0,0.0,0.0,44.0
flat,emaar gurgaon greens,sector 102,1.45,14174.0,3.0,3.0,3,10.0,Relatively New,1333.2,0.0,1.0,0.0,0.0,0.0,0.0,165.0
flat,vasant appartments,sector 14,1.7,7391.0,5.0,5.0,2,2.0,Old Property,2493.0278851109797,1.0,0.0,1.0,1.0,0.0,2.0,71.0
house,dlf city plots phase 2,sector 25,6.5,33592.0,3.0,9.0,3+,3.0,Old Property,1935.0,1.0,1.0,1.0,1.0,0.0,1.0,142.0
flat,tulip violet,sector 69,1.37,8676.0,3.0,3.0,1,12.0,Relatively New,1560.16,0.0,0.0,0.0,1.0,0.0,0.0,95.0
house,independent,sector 25,16.0,26667.0,6.0,5.0,2,3.0,Relatively New,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ashiana apartment,sector 23,0.16,2051.0,2.0,2.0,2,1.0,Moderately Old,677.9619872073905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,indiabulls enigma,sector 110,4.49,11572.0,5.0,5.0,3+,4.0,Relatively New,3459.0200035613207,0.0,1.0,0.0,0.0,0.0,0.0,165.0
flat,bestech park view residency,sector 2,0.98,6960.0,2.0,2.0,3,0.0,Moderately Old,1247.6303228153731,0.0,0.0,0.0,0.0,0.0,0.0,85.0
flat,ild grand,sector 37,0.66,5038.0,2.0,2.0,3+,14.0,Relatively New,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
flat,dlf new town heights,sector 90,1.8,6601.0,4.0,4.0,3+,23.0,Moderately Old,2424.645844575488,0.0,0.0,0.0,0.0,0.0,0.0,67.0
house,sushant lok 1 builder floors,sector 43,13.0,48148.0,3.0,3.0,3+,4.0,New Property,2700.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0
house,international city by sobha phase 2,sector 109,12.5,26670.0,5.0,6.0,3,3.0,Relatively New,4500.0,1.0,1.0,1.0,1.0,0.0,0.0,63.0
flat,apex our homes,sector 37,0.33,3568.0,2.0,2.0,1,3.0,Relatively New,850.0,0.0,0.0,0.0,0.0,0.0,1.0,158.0
house,independent,sector 43,1.9,3909.0,3.0,3.0,3+,3.0,Old Property,60.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
house,independent,sector 57,8.31,24171.0,5.0,6.0,3+,4.0,Old Property,3438.0,1.0,1.0,1.0,1.0,0.0,0.0,34.0
flat,spaze privvy the address,sector 93,1.45,8033.0,3.0,4.0,2,12.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0
flat,birla navya,sector 63a,3.3,15349.0,3.0,3.0,3,4.0,Under Construction,2150.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0
flat,signature global park,sohna road,0.54,6391.0,2.0,2.0,3,4.0,New Property,723.62,0.0,0.0,0.0,0.0,0.0,0.0,44.0
flat,sare petioles,sector 92,1.3,6373.0,4.0,4.0,0,7.0,Relatively New,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
